date,pairKey,legalStatus,winningMode,seasonalPotential,scoreThermalFit0,scoreThermalFitHalf,scoreThermalFit1
2027-09-26,two_rivers_wi/steelhead,open,fall_harbor_staging,4.168,1.95,3.059,4.168
2027-09-27,two_rivers_wi/steelhead,open,fall_harbor_staging,4.276,1.983,3.129,4.276
2027-09-28,two_rivers_wi/steelhead,open,fall_harbor_staging,4.384,2.015,3.2,4.384
2027-09-29,two_rivers_wi/steelhead,open,fall_harbor_staging,4.492,2.048,3.27,4.492
2027-09-30,two_rivers_wi/steelhead,open,fall_harbor_staging,4.6,2.08,3.34,4.6
2027-10-01,two_rivers_wi/steelhead,open,fall_harbor_staging,4.708,2.112,3.41,4.708
2027-10-02,two_rivers_wi/steelhead,open,fall_harbor_staging,4.816,2.145,3.48,4.816
2027-10-03,two_rivers_wi/steelhead,open,fall_harbor_staging,4.924,2.177,3.551,4.924
2027-10-04,two_rivers_wi/steelhead,open,fall_harbor_staging,5.032,2.21,3.621,5.032
2027-10-05,two_rivers_wi/steelhead,open,fall_harbor_staging,5.14,2.242,3.691,5.14
2027-10-06,two_rivers_wi/steelhead,open,fall_harbor_staging,5.248,2.274,3.761,5.248
2027-10-07,two_rivers_wi/steelhead,open,fall_harbor_staging,5.356,2.307,3.831,5.356
2027-10-08,two_rivers_wi/steelhead,open,fall_harbor_staging,5.464,2.339,3.902,5.464
2027-10-09,two_rivers_wi/steelhead,open,fall_harbor_staging,5.572,2.372,3.972,5.572
2027-10-10,two_rivers_wi/steelhead,open,fall_harbor_staging,5.68,2.404,4.042,5.68
2027-10-11,two_rivers_wi/steelhead,open,fall_harbor_staging,5.788,2.436,4.112,5.788
2027-10-12,two_rivers_wi/steelhead,open,fall_harbor_staging,5.896,2.469,4.182,5.896
2027-10-13,two_rivers_wi/steelhead,open,fall_harbor_staging,6.004,2.501,4.253,6.004
2027-10-14,two_rivers_wi/steelhead,open,fall_harbor_staging,6.112,2.534,4.323,6.112
2027-10-15,two_rivers_wi/steelhead,open,fall_harbor_staging,6.22,2.566,4.393,6.22
2027-10-16,two_rivers_wi/steelhead,open,fall_harbor_staging,6.328,2.598,4.463,6.328
2027-10-17,two_rivers_wi/steelhead,open,fall_harbor_staging,6.436,2.631,4.533,6.436
2027-10-18,two_rivers_wi/steelhead,open,fall_harbor_staging,6.544,2.663,4.604,6.544
2027-10-19,two_rivers_wi/steelhead,open,fall_harbor_staging,6.652,2.696,4.674,6.652
2027-10-20,two_rivers_wi/steelhead,open,fall_harbor_staging,6.76,2.728,4.744,6.76
2027-10-21,two_rivers_wi/steelhead,open,fall_harbor_staging,6.868,2.76,4.814,6.868
2027-10-22,two_rivers_wi/steelhead,open,fall_harbor_staging,6.976,2.793,4.884,6.976
2027-10-23,two_rivers_wi/steelhead,open,fall_harbor_staging,7.084,2.825,4.955,7.084
2027-10-24,two_rivers_wi/steelhead,open,fall_harbor_staging,7.192,2.858,5.025,7.192
2027-10-25,two_rivers_wi/steelhead,open,fall_harbor_staging,7.3,2.89,5.095,7.3
2027-10-26,two_rivers_wi/steelhead,open,fall_harbor_staging,7.227,2.868,5.048,7.227
2027-10-27,two_rivers_wi/steelhead,open,fall_harbor_staging,7.155,2.846,5,7.155
2027-10-28,two_rivers_wi/steelhead,open,fall_harbor_staging,7.082,2.825,4.953,7.082
2027-10-29,two_rivers_wi/steelhead,open,fall_harbor_staging,7.009,2.803,4.906,7.009
2027-10-30,two_rivers_wi/steelhead,open,fall_harbor_staging,6.937,2.781,4.859,6.937
2027-10-31,two_rivers_wi/steelhead,open,fall_harbor_staging,6.864,2.759,4.812,6.864
2027-11-01,two_rivers_wi/steelhead,open,fall_harbor_staging,6.791,2.737,4.764,6.791
2027-11-02,two_rivers_wi/steelhead,open,fall_harbor_staging,6.718,2.716,4.717,6.718
2027-11-03,two_rivers_wi/steelhead,open,fall_harbor_staging,6.646,2.694,4.67,6.646
2027-11-04,two_rivers_wi/steelhead,open,fall_harbor_staging,6.573,2.672,4.623,6.573
2027-11-05,two_rivers_wi/steelhead,open,fall_harbor_staging,6.5,2.65,4.575,6.5
2027-11-06,two_rivers_wi/steelhead,open,fall_harbor_staging,6.428,2.628,4.528,6.428
2027-11-07,two_rivers_wi/steelhead,open,fall_harbor_staging,6.355,2.606,4.481,6.355
2027-11-08,two_rivers_wi/steelhead,open,fall_harbor_staging,6.282,2.585,4.433,6.282
2027-11-09,two_rivers_wi/steelhead,open,fall_harbor_staging,6.21,2.563,4.386,6.21
2027-11-10,two_rivers_wi/steelhead,open,fall_harbor_staging,6.137,2.541,4.339,6.137
2027-11-11,two_rivers_wi/steelhead,open,fall_harbor_staging,6.064,2.519,4.292,6.064
2027-11-12,two_rivers_wi/steelhead,open,fall_harbor_staging,5.992,2.497,4.245,5.992
2027-11-13,two_rivers_wi/steelhead,open,fall_harbor_staging,5.919,2.476,4.197,5.919
2027-11-14,two_rivers_wi/steelhead,open,fall_harbor_staging,5.846,2.454,4.15,5.846
2027-11-15,two_rivers_wi/steelhead,open,fall_harbor_staging,5.773,2.432,4.103,5.773
2027-11-16,two_rivers_wi/steelhead,open,fall_harbor_staging,5.701,2.41,4.056,5.701
2027-11-17,two_rivers_wi/steelhead,open,fall_harbor_staging,5.628,2.388,4.008,5.628
2027-11-18,two_rivers_wi/steelhead,open,fall_harbor_staging,5.555,2.367,3.961,5.555
2027-11-19,two_rivers_wi/steelhead,open,fall_harbor_staging,5.483,2.345,3.914,5.483
2027-11-20,two_rivers_wi/steelhead,open,fall_harbor_staging,5.41,2.323,3.866,5.41
2027-11-21,two_rivers_wi/steelhead,open,fall_harbor_staging,5.343,2.303,3.823,5.343
2027-11-22,two_rivers_wi/steelhead,open,fall_harbor_staging,5.276,2.283,3.779,5.276
2027-11-23,two_rivers_wi/steelhead,open,fall_harbor_staging,5.208,2.263,3.735,5.208
2027-11-24,two_rivers_wi/steelhead,open,fall_harbor_staging,5.141,2.242,3.692,5.141
2027-11-25,two_rivers_wi/steelhead,open,fall_harbor_staging,5.074,2.222,3.648,5.074
2027-11-26,two_rivers_wi/steelhead,open,fall_harbor_staging,5.007,2.202,3.604,5.007
2027-11-27,two_rivers_wi/steelhead,open,fall_harbor_staging,4.94,2.182,3.561,4.94
2027-11-28,two_rivers_wi/steelhead,open,fall_harbor_staging,4.872,2.162,3.517,4.872
2027-11-29,two_rivers_wi/steelhead,open,fall_harbor_staging,4.805,2.142,3.473,4.805
2027-11-30,two_rivers_wi/steelhead,open,fall_harbor_staging,4.738,2.121,3.43,4.738
2027-12-01,two_rivers_wi/steelhead,open,fall_harbor_staging,4.671,2.101,3.386,4.671
2027-12-02,two_rivers_wi/steelhead,open,fall_harbor_staging,4.604,2.081,3.342,4.604
2027-12-03,two_rivers_wi/steelhead,open,fall_harbor_staging,4.536,2.061,3.299,4.536
2027-12-04,two_rivers_wi/steelhead,open,fall_harbor_staging,4.469,2.041,3.255,4.469
2027-12-05,two_rivers_wi/steelhead,open,fall_harbor_staging,4.402,2.021,3.211,4.402
2027-12-06,two_rivers_wi/steelhead,open,fall_harbor_staging,4.335,2,3.168,4.335
2027-12-07,two_rivers_wi/steelhead,open,fall_harbor_staging,4.268,1.98,3.124,4.268
2027-12-08,two_rivers_wi/steelhead,open,fall_harbor_staging,4.2,1.96,3.08,4.2
2027-12-09,two_rivers_wi/steelhead,open,fall_harbor_staging,4.133,1.94,3.037,4.133
2027-12-10,two_rivers_wi/steelhead,open,fall_harbor_staging,4.066,1.92,2.993,4.066
2027-12-11,two_rivers_wi/steelhead,open,fall_harbor_staging,3.999,1.9,2.949,3.999
2027-12-12,two_rivers_wi/steelhead,open,fall_harbor_staging,3.932,1.879,2.906,3.932
2027-12-13,two_rivers_wi/steelhead,open,fall_harbor_staging,3.864,1.859,2.862,3.864
2027-12-14,two_rivers_wi/steelhead,open,fall_harbor_staging,3.797,1.839,2.818,3.797
2027-12-15,two_rivers_wi/steelhead,open,fall_harbor_staging,3.73,1.819,2.774,3.73
2027-12-16,two_rivers_wi/steelhead,open,fall_harbor_staging,3.663,1.799,2.731,3.663
2027-12-17,two_rivers_wi/steelhead,open,fall_harbor_staging,3.596,1.779,2.687,3.596
2027-12-18,two_rivers_wi/steelhead,open,fall_harbor_staging,3.528,1.759,2.643,3.528
2027-12-19,two_rivers_wi/steelhead,open,fall_harbor_staging,3.461,1.738,2.6,3.461
2027-12-20,two_rivers_wi/steelhead,open,fall_harbor_staging,3.394,1.718,2.556,3.394
2027-12-21,two_rivers_wi/steelhead,open,fall_harbor_staging,3.384,1.715,2.55,3.384
2027-12-22,two_rivers_wi/steelhead,open,fall_harbor_staging,3.374,1.712,2.543,3.374
2027-12-23,two_rivers_wi/steelhead,open,fall_harbor_staging,3.364,1.709,2.537,3.364
2027-12-24,two_rivers_wi/steelhead,open,fall_harbor_staging,3.355,1.706,2.53,3.355
2027-12-25,two_rivers_wi/steelhead,open,fall_harbor_staging,3.345,1.703,2.524,3.345
2027-12-26,two_rivers_wi/steelhead,open,fall_harbor_staging,3.335,1.7,2.518,3.335
2027-12-27,two_rivers_wi/steelhead,open,fall_harbor_staging,3.325,1.698,2.511,3.325
2027-12-28,two_rivers_wi/steelhead,open,fall_harbor_staging,3.315,1.695,2.505,3.315
2027-12-29,two_rivers_wi/steelhead,open,fall_harbor_staging,3.305,1.692,2.498,3.305
2027-12-30,two_rivers_wi/steelhead,open,fall_harbor_staging,3.295,1.689,2.492,3.295
2027-12-31,two_rivers_wi/steelhead,open,fall_harbor_staging,3.286,1.686,2.486,3.286
2027-01-01,two_rivers_wi/brown_trout,open,fall_harbor,3.891,1.867,2.879,3.891
2027-01-02,two_rivers_wi/brown_trout,open,fall_harbor,3.879,1.864,2.871,3.879
2027-01-03,two_rivers_wi/brown_trout,open,fall_harbor,3.866,1.86,2.863,3.866
2027-01-04,two_rivers_wi/brown_trout,open,fall_harbor,3.854,1.856,2.855,3.854
2027-01-05,two_rivers_wi/brown_trout,open,fall_harbor,3.842,1.853,2.847,3.842
2027-01-06,two_rivers_wi/brown_trout,open,fall_harbor,3.83,1.849,2.839,3.83
2027-01-07,two_rivers_wi/brown_trout,open,fall_harbor,3.817,1.845,2.831,3.817
2027-01-08,two_rivers_wi/brown_trout,open,fall_harbor,3.805,1.842,2.823,3.805
2027-01-09,two_rivers_wi/brown_trout,open,fall_harbor,3.793,1.838,2.815,3.793
2027-01-10,two_rivers_wi/brown_trout,open,fall_harbor,3.781,1.834,2.807,3.781
2027-01-11,two_rivers_wi/brown_trout,open,fall_harbor,3.768,1.831,2.8,3.768
2027-01-12,two_rivers_wi/brown_trout,open,fall_harbor,3.756,1.827,2.792,3.756
2027-01-13,two_rivers_wi/brown_trout,open,fall_harbor,3.744,1.823,2.784,3.744
2027-01-14,two_rivers_wi/brown_trout,open,fall_harbor,3.732,1.82,2.776,3.732
2027-01-15,two_rivers_wi/brown_trout,open,fall_harbor,3.72,1.816,2.768,3.72
2027-01-16,two_rivers_wi/brown_trout,open,fall_harbor,3.707,1.812,2.76,3.707
2027-01-17,two_rivers_wi/brown_trout,open,fall_harbor,3.695,1.808,2.752,3.695
2027-01-18,two_rivers_wi/brown_trout,open,fall_harbor,3.683,1.805,2.744,3.683
2027-01-19,two_rivers_wi/brown_trout,open,fall_harbor,3.67,1.801,2.736,3.67
2027-01-20,two_rivers_wi/brown_trout,open,fall_harbor,3.658,1.797,2.728,3.658
2027-01-21,two_rivers_wi/brown_trout,open,fall_harbor,3.646,1.794,2.72,3.646
2027-01-22,two_rivers_wi/brown_trout,open,fall_harbor,3.634,1.79,2.712,3.634
2027-01-23,two_rivers_wi/brown_trout,open,fall_harbor,3.621,1.786,2.704,3.621
2027-01-24,two_rivers_wi/brown_trout,open,fall_harbor,3.609,1.783,2.696,3.609
2027-01-25,two_rivers_wi/brown_trout,open,fall_harbor,3.597,1.779,2.688,3.597
2027-01-26,two_rivers_wi/brown_trout,open,spring_nearshore,3.604,1.781,2.693,3.604
2027-01-27,two_rivers_wi/brown_trout,open,spring_nearshore,3.629,1.789,2.709,3.629
2027-01-28,two_rivers_wi/brown_trout,open,spring_nearshore,3.654,1.796,2.725,3.654
2027-01-29,two_rivers_wi/brown_trout,open,spring_nearshore,3.678,1.804,2.741,3.678
2027-01-30,two_rivers_wi/brown_trout,open,spring_nearshore,3.703,1.811,2.757,3.703
2027-01-31,two_rivers_wi/brown_trout,open,spring_nearshore,3.728,1.818,2.773,3.728
2027-02-01,two_rivers_wi/brown_trout,open,spring_nearshore,3.753,1.826,2.789,3.753
2027-02-02,two_rivers_wi/brown_trout,open,spring_nearshore,3.778,1.833,2.805,3.778
2027-02-03,two_rivers_wi/brown_trout,open,spring_nearshore,3.802,1.841,2.822,3.802
2027-02-04,two_rivers_wi/brown_trout,open,spring_nearshore,3.827,1.848,2.838,3.827
2027-02-05,two_rivers_wi/brown_trout,open,spring_nearshore,3.852,1.856,2.854,3.852
2027-02-06,two_rivers_wi/brown_trout,open,spring_nearshore,3.877,1.863,2.87,3.877
2027-02-07,two_rivers_wi/brown_trout,open,spring_nearshore,3.902,1.87,2.886,3.902
2027-02-08,two_rivers_wi/brown_trout,open,spring_nearshore,3.926,1.878,2.902,3.926
2027-02-09,two_rivers_wi/brown_trout,open,spring_nearshore,3.951,1.885,2.918,3.951
2027-02-10,two_rivers_wi/brown_trout,open,spring_nearshore,3.976,1.893,2.934,3.976
2027-02-11,two_rivers_wi/brown_trout,open,spring_nearshore,4.001,1.9,2.951,4.001
2027-02-12,two_rivers_wi/brown_trout,open,spring_nearshore,4.026,1.908,2.967,4.026
2027-02-13,two_rivers_wi/brown_trout,open,spring_nearshore,4.05,1.915,2.983,4.05
2027-02-14,two_rivers_wi/brown_trout,open,spring_nearshore,4.075,1.923,2.999,4.075
2027-02-15,two_rivers_wi/brown_trout,open,spring_nearshore,4.1,1.93,3.015,4.1
2027-02-16,two_rivers_wi/brown_trout,open,spring_nearshore,4.157,1.947,3.052,4.157
2027-02-17,two_rivers_wi/brown_trout,open,spring_nearshore,4.215,1.964,3.09,4.215
2027-02-18,two_rivers_wi/brown_trout,open,spring_nearshore,4.272,1.982,3.127,4.272
2027-02-19,two_rivers_wi/brown_trout,open,spring_nearshore,4.33,1.999,3.164,4.33
2027-02-20,two_rivers_wi/brown_trout,open,spring_nearshore,4.387,2.016,3.202,4.387
2027-02-21,two_rivers_wi/brown_trout,open,spring_nearshore,4.444,2.033,3.239,4.444
2027-02-22,two_rivers_wi/brown_trout,open,spring_nearshore,4.502,2.051,3.276,4.502
2027-02-23,two_rivers_wi/brown_trout,open,spring_nearshore,4.559,2.068,3.314,4.559
2027-02-24,two_rivers_wi/brown_trout,open,spring_nearshore,4.617,2.085,3.351,4.617
2027-02-25,two_rivers_wi/brown_trout,open,spring_nearshore,4.674,2.102,3.388,4.674
2027-02-26,two_rivers_wi/brown_trout,open,spring_nearshore,4.731,2.119,3.425,4.731
2027-02-27,two_rivers_wi/brown_trout,open,spring_nearshore,4.789,2.137,3.463,4.789
2027-02-28,two_rivers_wi/brown_trout,open,spring_nearshore,4.846,2.154,3.5,4.846
2027-03-01,two_rivers_wi/brown_trout,open,spring_nearshore,4.904,2.171,3.537,4.904
2027-03-02,two_rivers_wi/brown_trout,open,spring_nearshore,4.961,2.188,3.575,4.961
2027-03-03,two_rivers_wi/brown_trout,open,spring_nearshore,5.019,2.206,3.612,5.019
2027-03-04,two_rivers_wi/brown_trout,open,spring_nearshore,5.076,2.223,3.649,5.076
2027-03-05,two_rivers_wi/brown_trout,open,spring_nearshore,5.133,2.24,3.687,5.133
2027-03-06,two_rivers_wi/brown_trout,open,spring_nearshore,5.191,2.257,3.724,5.191
2027-03-07,two_rivers_wi/brown_trout,open,spring_nearshore,5.248,2.274,3.761,5.248
2027-03-08,two_rivers_wi/brown_trout,open,spring_nearshore,5.306,2.292,3.799,5.306
2027-03-09,two_rivers_wi/brown_trout,open,spring_nearshore,5.363,2.309,3.836,5.363
2027-03-10,two_rivers_wi/brown_trout,open,spring_nearshore,5.42,2.326,3.873,5.42
2027-03-11,two_rivers_wi/brown_trout,open,spring_nearshore,5.478,2.343,3.911,5.478
2027-03-12,two_rivers_wi/brown_trout,open,spring_nearshore,5.535,2.361,3.948,5.535
2027-03-13,two_rivers_wi/brown_trout,open,spring_nearshore,5.593,2.378,3.985,5.593
2027-03-14,two_rivers_wi/brown_trout,open,spring_nearshore,5.65,2.395,4.023,5.65
2027-03-15,two_rivers_wi/brown_trout,open,spring_nearshore,5.707,2.412,4.06,5.707
2027-03-16,two_rivers_wi/brown_trout,open,spring_nearshore,5.765,2.429,4.097,5.765
2027-03-17,two_rivers_wi/brown_trout,open,spring_nearshore,5.822,2.447,4.134,5.822
2027-03-18,two_rivers_wi/brown_trout,open,spring_nearshore,5.88,2.464,4.172,5.88
2027-03-19,two_rivers_wi/brown_trout,open,spring_nearshore,5.937,2.481,4.209,5.937
2027-03-20,two_rivers_wi/brown_trout,open,spring_nearshore,5.994,2.498,4.246,5.994
2027-03-21,two_rivers_wi/brown_trout,open,spring_nearshore,6.052,2.516,4.284,6.052
2027-03-22,two_rivers_wi/brown_trout,open,spring_nearshore,6.109,2.533,4.321,6.109
2027-03-23,two_rivers_wi/brown_trout,open,spring_nearshore,6.167,2.55,4.358,6.167
2027-03-24,two_rivers_wi/brown_trout,open,spring_nearshore,6.224,2.567,4.396,6.224
2027-03-25,two_rivers_wi/brown_trout,open,spring_nearshore,6.281,2.584,4.433,6.281
2027-03-26,two_rivers_wi/brown_trout,open,spring_nearshore,6.339,2.602,4.47,6.339
2027-03-27,two_rivers_wi/brown_trout,open,spring_nearshore,6.396,2.619,4.508,6.396
2027-03-28,two_rivers_wi/brown_trout,open,spring_nearshore,6.454,2.636,4.545,6.454
2027-03-29,two_rivers_wi/brown_trout,open,spring_nearshore,6.511,2.653,4.582,6.511
2027-03-30,two_rivers_wi/brown_trout,open,spring_nearshore,6.569,2.671,4.62,6.569
2027-03-31,two_rivers_wi/brown_trout,open,spring_nearshore,6.626,2.688,4.657,6.626
2027-04-01,two_rivers_wi/brown_trout,open,spring_nearshore,6.683,2.705,4.694,6.683
2027-04-02,two_rivers_wi/brown_trout,open,spring_nearshore,6.741,2.722,4.731,6.741
2027-04-03,two_rivers_wi/brown_trout,open,spring_nearshore,6.798,2.739,4.769,6.798
2027-04-04,two_rivers_wi/brown_trout,open,spring_nearshore,6.856,2.757,4.806,6.856
2027-04-05,two_rivers_wi/brown_trout,open,spring_nearshore,6.913,2.774,4.843,6.913
2027-04-06,two_rivers_wi/brown_trout,open,spring_nearshore,6.97,2.791,4.881,6.97
2027-04-07,two_rivers_wi/brown_trout,open,spring_nearshore,7.028,2.808,4.918,7.028
2027-04-08,two_rivers_wi/brown_trout,open,spring_nearshore,7.085,2.826,4.955,7.085
2027-04-09,two_rivers_wi/brown_trout,open,spring_nearshore,7.143,2.843,4.993,7.143
2027-04-10,two_rivers_wi/brown_trout,open,spring_nearshore,7.2,2.86,5.03,7.2
2027-04-11,two_rivers_wi/brown_trout,open,spring_nearshore,7.142,2.842,4.992,7.142
2027-04-12,two_rivers_wi/brown_trout,open,spring_nearshore,7.083,2.825,4.954,7.083
2027-04-13,two_rivers_wi/brown_trout,open,spring_nearshore,7.025,2.807,4.916,7.025
2027-04-14,two_rivers_wi/brown_trout,open,spring_nearshore,6.966,2.79,4.878,6.966
2027-04-15,two_rivers_wi/brown_trout,open,spring_nearshore,6.908,2.772,4.84,6.908
2027-04-16,two_rivers_wi/brown_trout,open,spring_nearshore,6.849,2.755,4.802,6.849
2027-04-17,two_rivers_wi/brown_trout,open,spring_nearshore,6.791,2.737,4.764,6.791
2027-04-18,two_rivers_wi/brown_trout,open,spring_nearshore,6.732,2.72,4.726,6.732
2027-04-19,two_rivers_wi/brown_trout,open,spring_nearshore,6.674,2.702,4.688,6.674
2027-04-20,two_rivers_wi/brown_trout,open,spring_nearshore,6.615,2.685,4.65,6.615
2027-04-21,two_rivers_wi/brown_trout,open,spring_nearshore,6.557,2.667,4.612,6.557
2027-04-22,two_rivers_wi/brown_trout,open,spring_nearshore,6.499,2.65,4.574,6.499
2027-04-23,two_rivers_wi/brown_trout,open,spring_nearshore,6.44,2.632,4.536,6.44
2027-04-24,two_rivers_wi/brown_trout,open,spring_nearshore,6.382,2.614,4.498,6.382
2027-04-25,two_rivers_wi/brown_trout,open,spring_nearshore,6.323,2.597,4.46,6.323
2027-04-26,two_rivers_wi/brown_trout,open,spring_nearshore,6.265,2.579,4.422,6.265
2027-04-27,two_rivers_wi/brown_trout,open,spring_nearshore,6.206,2.562,4.384,6.206
2027-04-28,two_rivers_wi/brown_trout,open,spring_nearshore,6.148,2.544,4.346,6.148
2027-04-29,two_rivers_wi/brown_trout,open,spring_nearshore,6.089,2.527,4.308,6.089
2027-04-30,two_rivers_wi/brown_trout,open,spring_nearshore,6.031,2.509,4.27,6.031
2027-05-01,two_rivers_wi/brown_trout,open,spring_nearshore,5.972,2.492,4.232,5.972
2027-05-02,two_rivers_wi/brown_trout,open,spring_nearshore,5.914,2.474,4.194,5.914
2027-05-03,two_rivers_wi/brown_trout,open,spring_nearshore,5.855,2.457,4.156,5.855
2027-05-04,two_rivers_wi/brown_trout,open,spring_nearshore,5.797,2.439,4.118,5.797
2027-05-05,two_rivers_wi/brown_trout,open,spring_nearshore,5.739,2.422,4.08,5.739
2027-05-06,two_rivers_wi/brown_trout,open,spring_nearshore,5.68,2.404,4.042,5.68
2027-05-07,two_rivers_wi/brown_trout,open,spring_nearshore,5.622,2.386,4.004,5.622
2027-05-08,two_rivers_wi/brown_trout,open,spring_nearshore,5.563,2.369,3.966,5.563
2027-05-09,two_rivers_wi/brown_trout,open,spring_nearshore,5.505,2.351,3.928,5.505
2027-05-10,two_rivers_wi/brown_trout,open,spring_nearshore,5.446,2.334,3.89,5.446
2027-05-11,two_rivers_wi/brown_trout,open,spring_nearshore,5.388,2.316,3.852,5.388
2027-05-12,two_rivers_wi/brown_trout,open,spring_nearshore,5.329,2.299,3.814,5.329
2027-05-13,two_rivers_wi/brown_trout,open,spring_nearshore,5.271,2.281,3.776,5.271
2027-05-14,two_rivers_wi/brown_trout,open,spring_nearshore,5.212,2.264,3.738,5.212
2027-05-15,two_rivers_wi/brown_trout,open,spring_nearshore,5.154,2.246,3.7,5.154
2027-05-16,two_rivers_wi/brown_trout,open,spring_nearshore,5.044,2.213,3.629,5.044
2027-05-17,two_rivers_wi/brown_trout,open,spring_nearshore,4.934,2.18,3.557,4.934
2027-05-18,two_rivers_wi/brown_trout,open,spring_nearshore,4.824,2.147,3.486,4.824
2027-05-19,two_rivers_wi/brown_trout,open,spring_nearshore,4.714,2.114,3.414,4.714
2027-05-20,two_rivers_wi/brown_trout,open,spring_nearshore,4.604,2.081,3.343,4.604
2027-05-21,two_rivers_wi/brown_trout,open,spring_nearshore,4.494,2.048,3.271,4.494
2027-05-22,two_rivers_wi/brown_trout,open,spring_nearshore,4.384,2.015,3.2,4.384
2027-05-23,two_rivers_wi/brown_trout,open,spring_nearshore,4.274,1.982,3.128,4.274
2027-05-24,two_rivers_wi/brown_trout,open,spring_nearshore,4.164,1.949,3.057,4.164
2027-05-25,two_rivers_wi/brown_trout,open,spring_nearshore,4.054,1.916,2.985,4.054
2027-05-26,two_rivers_wi/brown_trout,open,spring_nearshore,3.944,1.883,2.914,3.944
2027-05-27,two_rivers_wi/brown_trout,open,spring_nearshore,3.834,1.85,2.842,3.834
2027-05-28,two_rivers_wi/brown_trout,open,spring_nearshore,3.724,1.817,2.771,3.724
2027-05-29,two_rivers_wi/brown_trout,open,spring_nearshore,3.614,1.784,2.699,3.614
2027-05-30,two_rivers_wi/brown_trout,open,spring_nearshore,3.504,1.751,2.628,3.504
2027-05-31,two_rivers_wi/brown_trout,open,spring_nearshore,3.394,1.718,2.556,3.394
2027-06-01,two_rivers_wi/brown_trout,open,spring_nearshore,3.284,1.685,2.485,3.284
2027-06-02,two_rivers_wi/brown_trout,open,spring_nearshore,3.174,1.652,2.413,3.174
2027-06-03,two_rivers_wi/brown_trout,open,spring_nearshore,3.064,1.619,2.342,3.064
2027-06-04,two_rivers_wi/brown_trout,open,spring_nearshore,2.954,1.586,2.27,2.954
2027-06-05,two_rivers_wi/brown_trout,open,spring_nearshore,2.844,1.553,2.199,2.844
2027-06-06,two_rivers_wi/brown_trout,open,spring_nearshore,2.734,1.52,2.127,2.734
2027-06-07,two_rivers_wi/brown_trout,open,spring_nearshore,2.624,1.487,2.056,2.624
2027-06-08,two_rivers_wi/brown_trout,open,spring_nearshore,2.514,1.454,1.984,2.514
2027-06-09,two_rivers_wi/brown_trout,open,spring_nearshore,2.404,1.421,1.913,2.404
2027-06-10,two_rivers_wi/brown_trout,open,spring_nearshore,2.294,1.388,1.841,2.294
2027-06-11,two_rivers_wi/brown_trout,open,spring_nearshore,2.184,1.355,1.77,2.184
2027-06-12,two_rivers_wi/brown_trout,open,spring_nearshore,2.074,1.322,1.698,2.074
2027-06-13,two_rivers_wi/brown_trout,open,spring_nearshore,1.964,1.289,1.627,1.964
2027-06-14,two_rivers_wi/brown_trout,open,fall_harbor,1.882,1.265,1.573,1.882
2027-06-15,two_rivers_wi/brown_trout,open,fall_harbor,1.87,1.261,1.565,1.87
2027-06-16,two_rivers_wi/brown_trout,open,fall_harbor,1.857,1.257,1.557,1.857
2027-06-17,two_rivers_wi/brown_trout,open,fall_harbor,1.845,1.254,1.549,1.845
2027-06-18,two_rivers_wi/brown_trout,open,fall_harbor,1.833,1.25,1.541,1.833
2027-06-19,two_rivers_wi/brown_trout,open,fall_harbor,1.821,1.246,1.533,1.821
2027-06-20,two_rivers_wi/brown_trout,open,fall_harbor,1.808,1.243,1.526,1.808
2027-06-21,two_rivers_wi/brown_trout,open,fall_harbor,1.796,1.239,1.518,1.796
2027-06-22,two_rivers_wi/brown_trout,open,fall_harbor,1.784,1.235,1.51,1.784
2027-06-23,two_rivers_wi/brown_trout,open,fall_harbor,1.772,1.232,1.502,1.772
2027-06-24,two_rivers_wi/brown_trout,open,fall_harbor,1.76,1.228,1.494,1.76
2027-06-25,two_rivers_wi/brown_trout,open,fall_harbor,1.747,1.224,1.486,1.747
2027-06-26,two_rivers_wi/brown_trout,open,fall_harbor,1.735,1.22,1.478,1.735
2027-06-27,two_rivers_wi/brown_trout,open,fall_harbor,1.723,1.217,1.47,1.723
2027-06-28,two_rivers_wi/brown_trout,open,fall_harbor,1.71,1.213,1.462,1.71
2027-06-29,two_rivers_wi/brown_trout,open,fall_harbor,1.698,1.209,1.454,1.698
2027-06-30,two_rivers_wi/brown_trout,open,fall_harbor,1.686,1.206,1.446,1.686
2027-07-01,two_rivers_wi/brown_trout,open,fall_harbor,1.674,1.202,1.438,1.674
2027-07-02,two_rivers_wi/brown_trout,open,fall_harbor,1.662,1.198,1.43,1.662
2027-07-03,two_rivers_wi/brown_trout,open,fall_harbor,1.649,1.195,1.422,1.649
2027-07-04,two_rivers_wi/brown_trout,open,fall_harbor,1.637,1.191,1.414,1.637
2027-07-05,two_rivers_wi/brown_trout,open,fall_harbor,1.625,1.187,1.406,1.625
2027-07-06,two_rivers_wi/brown_trout,open,fall_harbor,1.612,1.184,1.398,1.612
2027-07-07,two_rivers_wi/brown_trout,open,fall_harbor,1.6,1.18,1.39,1.6
2027-07-08,two_rivers_wi/brown_trout,open,fall_harbor,1.588,1.176,1.382,1.588
2027-07-09,two_rivers_wi/brown_trout,open,fall_harbor,1.576,1.173,1.374,1.576
2027-07-10,two_rivers_wi/brown_trout,open,fall_harbor,1.564,1.169,1.366,1.564
2027-07-11,two_rivers_wi/brown_trout,open,fall_harbor,1.551,1.165,1.358,1.551
